incident_id,equipment_id,date,problem,priority,description
1576,25,2027-04-25,Не работает интернет,Низкий,Необходима диагностика
1577,493,2027-04-26,Сильные торможения,Низкий,Инцидент повторяется регулярно
1578,284,2027-04-27,Перегрев,Средний,Инцидент повторяется регулярно
1579,449,2027-04-28,Не работает интернет,Низкий,Требуется замена комплектующих
1580,369,2027-04-29,Синий экран,Низкий,Инцидент повторяется регулярно
1581,301,2027-04-30,Проблемы с драйверами,Высокий,Необходима диагностика
1582,68,2027-05-01,Сильные торможения,Высокий,Инцидент повторяется регулярно
1583,7,2027-05-02,Синий экран,Низкий,Требуется замена комплектующих
1584,305,2027-05-03,Проблемы с драйверами,Низкий,Проблема выявлена пользователем
1585,137,2027-05-04,Артефакты на экране,Средний,Необходима диагностика
1586,164,2027-05-05,Артефакты на экране,Средний,Необходима диагностика
1587,83,2027-05-06,Не загружается ОС,Низкий,Требуется замена комплектующих
1588,385,2027-05-07,Перегрев,Высокий,Требуется замена комплектующих
1589,138,2027-05-08,Не загружается ОС,Низкий,Требуется замена комплектующих
1590,420,2027-05-09,Перегрев,Низкий,Требуется замена комплектующих
1591,73,2027-05-10,Сильные торможения,Высокий,Необходима диагностика
1592,237,2027-05-11,Неисправность жесткого диска,Высокий,Проблема выявлена пользователем
1593,46,2027-05-12,Сбой питания,Средний,Инцидент повторяется регулярно
1594,106,2027-05-13,Не работает интернет,Средний,Инцидент повторяется регулярно
1595,416,2027-05-14,Проблемы с драйверами,Средний,Проблема выявлена пользователем
1596,288,2027-05-15,Не работает интернет,Средний,Проблема выявлена пользователем
1597,262,2027-05-16,Артефакты на экране,Высокий,Проблема выявлена пользователем
1598,176,2027-05-17,Перегрев,Низкий,Требуется замена комплектующих
1599,166,2027-05-18,Проблемы с драйверами,Средний,Необходима диагностика
1600,145,2027-05-19,Артефакты на экране,Средний,Необходима диагностика
1601,330,2027-05-20,Проблемы с драйверами,Высокий,Необходима диагностика
1602,370,2027-05-21,Не загружается ОС,Высокий,Требуется замена комплектующих
1603,283,2027-05-22,Артефакты на экране,Низкий,Необходима диагностика
1604,54,2027-05-23,Не загружается ОС,Низкий,Требуется замена комплектующих
1605,178,2027-05-24,Не загружается ОС,Высокий,Необходима диагностика
1606,419,2027-05-25,Проблемы с драйверами,Средний,Проблема выявлена пользователем
1607,244,2027-05-26,Синий экран,Средний,Инцидент повторяется регулярно
1608,341,2027-05-27,Не работает интернет,Средний,Инцидент повторяется регулярно
1609,127,2027-05-28,Артефакты на экране,Низкий,Требуется замена комплектующих
1610,409,2027-05-29,Сбой питания,Средний,Необходима диагностика
1611,412,2027-05-30,Синий экран,Средний,Инцидент повторяется регулярно
1612,367,2027-05-31,Не работает интернет,Высокий,Проблема выявлена пользователем
1613,271,2027-06-01,Артефакты на экране,Средний,Проблема выявлена пользователем
1614,132,2027-06-02,Перегрев,Высокий,Проблема выявлена пользователем
1615,93,2027-06-03,Не работает интернет,Средний,Требуется замена комплектующих
1616,379,2027-06-04,Сбой питания,Низкий,Требуется замена комплектующих
1617,73,2027-06-05,Сильные торможения,Средний,Необходима диагностика
1618,411,2027-06-06,Не загружается ОС,Средний,Проблема выявлена пользователем
1619,410,2027-06-07,Сильные торможения,Высокий,Необходима диагностика
1620,403,2027-06-08,Синий экран,Высокий,Необходима диагностика
1621,248,2027-06-09,Не загружается ОС,Высокий,Проблема выявлена пользователем
1622,348,2027-06-10,Артефакты на экране,Средний,Необходима диагностика
1623,273,2027-06-11,Синий экран,Средний,Инцидент повторяется регулярно
1624,43,2027-06-12,Сбой питания,Низкий,Требуется замена комплектующих
1625,377,2027-06-13,Проблемы с драйверами,Средний,Необходима диагностика
1626,41,2027-06-14,Артефакты на экране,Низкий,Проблема выявлена пользователем
1627,170,2027-06-15,Не работает интернет,Высокий,Требуется замена комплектующих
1628,434,2027-06-16,Проблемы с драйверами,Высокий,Требуется замена комплектующих
1629,212,2027-06-17,Синий экран,Высокий,Необходима диагностика
1630,493,2027-06-18,Не работает интернет,Низкий,Инцидент повторяется регулярно
1631,168,2027-06-19,Сбой питания,Средний,Необходима диагностика
1632,39,2027-06-20,Сильные торможения,Высокий,Инцидент повторяется регулярно
1633,369,2027-06-21,Не работает интернет,Средний,Требуется замена комплектующих
1634,245,2027-06-22,Сильные торможения,Средний,Необходима диагностика
1635,151,2027-06-23,Не загружается ОС,Высокий,Проблема выявлена пользователем
1636,111,2027-06-24,Перегрев,Низкий,Необходима диагностика
1637,480,2027-06-25,Неисправность жесткого диска,Средний,Инцидент повторяется регулярно
1638,436,2027-06-26,Артефакты на экране,Высокий,Инцидент повторяется регулярно
1639,47,2027-06-27,Неисправность жесткого диска,Средний,Необходима диагностика
1640,63,2027-06-28,Не загружается ОС,Средний,Инцидент повторяется регулярно
1641,225,2027-06-29,Не работает интернет,Средний,Требуется замена комплектующих
1642,366,2027-06-30,Не загружается ОС,Средний,Необходима диагностика
1643,69,2027-07-01,Неисправность жесткого диска,Средний,Инцидент повторяется регулярно
1644,299,2027-07-02,Неисправность жесткого диска,Низкий,Необходима диагностика
1645,432,2027-07-03,Артефакты на экране,Низкий,Необходима диагностика
1646,290,2027-07-04,Проблемы с драйверами,Высокий,Проблема выявлена пользователем
1647,296,2027-07-05,Не загружается ОС,Низкий,Необходима диагностика
1648,203,2027-07-06,Перегрев,Низкий,Проблема выявлена пользователем
1649,61,2027-07-07,Не загружается ОС,Низкий,Инцидент повторяется регулярно
1650,434,2027-07-08,Сбой питания,Средний,Проблема выявлена пользователем
1651,451,2027-07-09,Синий экран,Средний,Проблема выявлена пользователем
1652,318,2027-07-10,Синий экран,Высокий,Проблема выявлена пользователем
1653,314,2027-07-11,Неисправность жесткого диска,Высокий,Требуется замена комплектующих
1654,161,2027-07-12,Синий экран,Высокий,Проблема выявлена пользователем
1655,331,2027-07-13,Сильные торможения,Средний,Необходима диагностика
1656,16,2027-07-14,Перегрев,Низкий,Проблема выявлена пользователем
1657,338,2027-07-15,Синий экран,Низкий,Необходима диагностика
1658,94,2027-07-16,Не работает интернет,Средний,Проблема выявлена пользователем
1659,304,2027-07-17,Сильные торможения,Высокий,Требуется замена комплектующих
1660,138,2027-07-18,Сильные торможения,Высокий,Инцидент повторяется регулярно
1661,338,2027-07-19,Не загружается ОС,Высокий,Проблема выявлена пользователем
1662,38,2027-07-20,Неисправность жесткого диска,Средний,Проблема выявлена пользователем
1663,127,2027-07-21,Артефакты на экране,Высокий,Требуется замена комплектующих
1664,275,2027-07-22,Артефакты на экране,Высокий,Проблема выявлена пользователем
1665,164,2027-07-23,Сбой питания,Средний,Необходима диагностика
1666,443,2027-07-24,Перегрев,Низкий,Проблема выявлена пользователем
1667,319,2027-07-25,Не загружается ОС,Средний,Проблема выявлена пользователем
1668,77,2027-07-26,Артефакты на экране,Средний,Инцидент повторяется регулярно
1669,174,2027-07-27,Неисправность жесткого диска,Средний,Инцидент повторяется регулярно
1670,387,2027-07-28,Артефакты на экране,Средний,Проблема выявлена пользователем
1671,458,2027-07-29,Не работает интернет,Низкий,Требуется замена комплектующих
1672,358,2027-07-30,Сильные торможения,Высокий,Инцидент повторяется регулярно
1673,321,2027-07-31,Артефакты на экране,Средний,Проблема выявлена пользователем
1674,376,2027-08-01,Не загружается ОС,Низкий,Инцидент повторяется регулярно
1675,91,2027-08-02,Синий экран,Высокий,Проблема выявлена пользователем
1676,238,2027-08-03,Синий экран,Высокий,Инцидент повторяется регулярно
1677,264,2027-08-04,Синий экран,Высокий,Инцидент повторяется регулярно
1678,179,2027-08-05,Не загружается ОС,Средний,Необходима диагностика
1679,494,2027-08-06,Перегрев,Средний,Проблема выявлена пользователем
1680,490,2027-08-07,Синий экран,Высокий,Проблема выявлена пользователем
1681,209,2027-08-08,Сбой питания,Высокий,Проблема выявлена пользователем
1682,73,2027-08-09,Неисправность жесткого диска,Высокий,Проблема выявлена пользователем
1683,390,2027-08-10,Сильные торможения,Высокий,Инцидент повторяется регулярно
1684,107,2027-08-11,Синий экран,Высокий,Необходима диагностика
1685,345,2027-08-12,Не загружается ОС,Высокий,Необходима диагностика
1686,295,2027-08-13,Синий экран,Низкий,Требуется замена комплектующих
1687,369,2027-08-14,Артефакты на экране,Высокий,Проблема выявлена пользователем
1688,444,2027-08-15,Синий экран,Средний,Требуется замена комплектующих
1689,284,2027-08-16,Не работает интернет,Средний,Инцидент повторяется регулярно
1690,353,2027-08-17,Не работает интернет,Средний,Требуется замена комплектующих
1691,182,2027-08-18,Синий экран,Высокий,Проблема выявлена пользователем
1692,37,2027-08-19,Сильные торможения,Средний,Необходима диагностика
1693,137,2027-08-20,Не загружается ОС,Низкий,Необходима диагностика
1694,338,2027-08-21,Сбой питания,Высокий,Проблема выявлена пользователем
1695,56,2027-08-22,Сбой питания,Средний,Инцидент повторяется регулярно
1696,187,2027-08-23,Синий экран,Низкий,Проблема выявлена пользователем
1697,341,2027-08-24,Синий экран,Низкий,Инцидент повторяется регулярно
1698,258,2027-08-25,Не работает интернет,Средний,Необходима диагностика
1699,445,2027-08-26,Сильные торможения,Низкий,Инцидент повторяется регулярно
1700,58,2027-08-27,Синий экран,Средний,Проблема выявлена пользователем
1701,363,2027-08-28,Сбой питания,Низкий,Проблема выявлена пользователем
1702,123,2027-08-29,Не загружается ОС,Высокий,Проблема выявлена пользователем
1703,188,2027-08-30,Перегрев,Высокий,Инцидент повторяется регулярно
1704,230,2027-08-31,Артефакты на экране,Высокий,Инцидент повторяется регулярно
1705,168,2027-09-01,Синий экран,Высокий,Инцидент повторяется регулярно
1706,420,2027-09-02,Синий экран,Высокий,Необходима диагностика
1707,114,2027-09-03,Сильные торможения,Средний,Требуется замена комплектующих
1708,252,2027-09-04,Перегрев,Высокий,Требуется замена комплектующих
1709,107,2027-09-05,Неисправность жесткого диска,Высокий,Проблема выявлена пользователем
1710,37,2027-09-06,Не загружается ОС,Высокий,Необходима диагностика
1711,335,2027-09-07,Не загружается ОС,Высокий,Инцидент повторяется регулярно
1712,92,2027-09-08,Не работает интернет,Низкий,Проблема выявлена пользователем
1713,18,2027-09-09,Не работает интернет,Высокий,Необходима диагностика
1714,354,2027-09-10,Проблемы с драйверами,Высокий,Проблема выявлена пользователем
1715,63,2027-09-11,Сбой питания,Средний,Необходима диагностика
1716,150,2027-09-12,Не загружается ОС,Низкий,Необходима диагностика
1717,139,2027-09-13,Сильные торможения,Средний,Требуется замена комплектующих
1718,186,2027-09-14,Сильные торможения,Высокий,Проблема выявлена пользователем
1719,185,2027-09-15,Перегрев,Средний,Инцидент повторяется регулярно
1720,205,2027-09-16,Сильные торможения,Средний,Требуется замена комплектующих
1721,260,2027-09-17,Синий экран,Высокий,Требуется замена комплектующих
1722,214,2027-09-18,Сбой питания,Низкий,Инцидент повторяется регулярно
1723,256,2027-09-19,Синий экран,Низкий,Необходима диагностика
1724,135,2027-09-20,Артефакты на экране,Средний,Инцидент повторяется регулярно
1725,61,2027-09-21,Не загружается ОС,Высокий,Проблема выявлена пользователем
1726,363,2027-09-22,Сбой питания,Средний,Инцидент повторяется регулярно
1727,310,2027-09-23,Неисправность жесткого диска,Средний,Необходима диагностика
1728,88,2027-09-24,Неисправность жесткого диска,Средний,Инцидент повторяется регулярно
1729,324,2027-09-25,Артефакты на экране,Высокий,Необходима диагностика
1730,476,2027-09-26,Сбой питания,Высокий,Необходима диагностика
1731,207,2027-09-27,Проблемы с драйверами,Низкий,Проблема выявлена пользователем
1732,129,2027-09-28,Проблемы с драйверами,Высокий,Инцидент повторяется регулярно
1733,311,2027-09-29,Проблемы с драйверами,Средний,Инцидент повторяется регулярно
1734,3,2027-09-30,Не загружается ОС,Средний,Проблема выявлена пользователем
1735,462,2027-10-01,Не загружается ОС,Низкий,Необходима диагностика
1736,422,2027-10-02,Проблемы с драйверами,Высокий,Инцидент повторяется регулярно
1737,242,2027-10-03,Неисправность жесткого диска,Средний,Проблема выявлена пользователем
1738,121,2027-10-04,Сбой питания,Низкий,Необходима диагностика
1739,385,2027-10-05,Сильные торможения,Низкий,Проблема выявлена пользователем
1740,102,2027-10-06,Сбой питания,Средний,Инцидент повторяется регулярно
1741,38,2027-10-07,Проблемы с драйверами,Средний,Проблема выявлена пользователем
1742,341,2027-10-08,Сбой питания,Высокий,Требуется замена комплектующих
1743,496,2027-10-09,Перегрев,Низкий,Необходима диагностика
1744,413,2027-10-10,Не загружается ОС,Средний,Требуется замена комплектующих
1745,133,2027-10-11,Не загружается ОС,Низкий,Требуется замена комплектующих
1746,497,2027-10-12,Неисправность жесткого диска,Высокий,Необходима диагностика
1747,202,2027-10-13,Сильные торможения,Средний,Необходима диагностика
1748,348,2027-10-14,Проблемы с драйверами,Высокий,Проблема выявлена пользователем
1749,21,2027-10-15,Неисправность жесткого диска,Низкий,Необходима диагностика
1750,242,2027-10-16,Неисправность жесткого диска,Высокий,Требуется замена комплектующих
1751,455,2027-10-17,Сильные торможения,Высокий,Требуется замена комплектующих
1752,451,2027-10-18,Синий экран,Низкий,Инцидент повторяется регулярно
1753,109,2027-10-19,Проблемы с драйверами,Высокий,Необходима диагностика
1754,303,2027-10-20,Не загружается ОС,Низкий,Требуется замена комплектующих
1755,84,2027-10-21,Сильные торможения,Средний,Инцидент повторяется регулярно
1756,83,2027-10-22,Перегрев,Низкий,Инцидент повторяется регулярно
1757,291,2027-10-23,Неисправность жесткого диска,Низкий,Проблема выявлена пользователем
1758,452,2027-10-24,Сильные торможения,Средний,Требуется замена комплектующих
1759,69,2027-10-25,Не загружается ОС,Низкий,Проблема выявлена пользователем
1760,129,2027-10-26,Сбой питания,Средний,Требуется замена комплектующих
1761,196,2027-10-27,Не загружается ОС,Средний,Проблема выявлена пользователем
1762,140,2027-10-28,Перегрев,Низкий,Проблема выявлена пользователем
1763,444,2027-10-29,Сильные торможения,Высокий,Необходима диагностика
1764,283,2027-10-30,Перегрев,Высокий,Проблема выявлена пользователем
1765,312,2027-10-31,Проблемы с драйверами,Средний,Необходима диагностика
1766,234,2027-11-01,Проблемы с драйверами,Высокий,Инцидент повторяется регулярно
1767,23,2027-11-02,Сбой питания,Высокий,Требуется замена комплектующих
1768,153,2027-11-03,Неисправность жесткого диска,Низкий,Инцидент повторяется регулярно
1769,277,2027-11-04,Синий экран,Средний,Требуется замена комплектующих
1770,61,2027-11-05,Не работает интернет,Средний,Инцидент повторяется регулярно
1771,319,2027-11-06,Перегрев,Низкий,Требуется замена комплектующих
1772,378,2027-11-07,Сбой питания,Высокий,Проблема выявлена пользователем
1773,52,2027-11-08,Не загружается ОС,Средний,Требуется замена комплектующих
1774,344,2027-11-09,Сильные торможения,Высокий,Требуется замена комплектующих
1775,153,2027-11-10,Неисправность жесткого диска,Средний,Инцидент повторяется регулярно
1776,237,2027-11-11,Не работает интернет,Средний,Инцидент повторяется регулярно
1777,311,2027-11-12,Сильные торможения,Средний,Инцидент повторяется регулярно
1778,302,2027-11-13,Не загружается ОС,Средний,Необходима диагностика
1779,32,2027-11-14,Не работает интернет,Высокий,Необходима диагностика
1780,55,2027-11-15,Не загружается ОС,Высокий,Требуется замена комплектующих
1781,352,2027-11-16,Не загружается ОС,Высокий,Требуется замена комплектующих
1782,389,2027-11-17,Не загружается ОС,Высокий,Проблема выявлена пользователем
1783,36,2027-11-18,Проблемы с драйверами,Низкий,Проблема выявлена пользователем
1784,110,2027-11-19,Не работает интернет,Средний,Требуется замена комплектующих
1785,490,2027-11-20,Не загружается ОС,Средний,Необходима диагностика
1786,177,2027-11-21,Синий экран,Средний,Требуется замена комплектующих
1787,362,2027-11-22,Не работает интернет,Низкий,Проблема выявлена пользователем
1788,314,2027-11-23,Проблемы с драйверами,Высокий,Необходима диагностика
1789,295,2027-11-24,Перегрев,Средний,Необходима диагностика
1790,336,2027-11-25,Перегрев,Высокий,Проблема выявлена пользователем
1791,97,2027-11-26,Неисправность жесткого диска,Высокий,Требуется замена комплектующих
1792,369,2027-11-27,Артефакты на экране,Низкий,Инцидент повторяется регулярно
1793,213,2027-11-28,Синий экран,Низкий,Требуется замена комплектующих
1794,317,2027-11-29,Перегрев,Высокий,Требуется замена комплектующих
1795,137,2027-11-30,Проблемы с драйверами,Средний,Проблема выявлена пользователем
1796,6,2027-12-01,Артефакты на экране,Средний,Необходима диагностика
1797,499,2027-12-02,Не загружается ОС,Низкий,Проблема выявлена пользователем
1798,109,2027-12-03,Не загружается ОС,Низкий,Требуется замена комплектующих
1799,35,2027-12-04,Сбой питания,Низкий,Инцидент повторяется регулярно
1800,39,2027-12-05,Артефакты на экране,Низкий,Инцидент повторяется регулярно
1801,150,2027-12-06,Проблемы с драйверами,Низкий,Инцидент повторяется регулярно
1802,425,2027-12-07,Синий экран,Низкий,Проблема выявлена пользователем
1803,118,2027-12-08,Артефакты на экране,Низкий,Необходима диагностика
1804,261,2027-12-09,Перегрев,Средний,Проблема выявлена пользователем
1805,426,2027-12-10,Синий экран,Низкий,Инцидент повторяется регулярно
1806,87,2027-12-11,Сбой питания,Низкий,Требуется замена комплектующих
1807,465,2027-12-12,Синий экран,Средний,Необходима диагностика
1808,76,2027-12-13,Не загружается ОС,Средний,Проблема выявлена пользователем
1809,471,2027-12-14,Сбой питания,Высокий,Проблема выявлена пользователем
1810,464,2027-12-15,Перегрев,Низкий,Необходима диагностика
1811,451,2027-12-16,Не работает интернет,Низкий,Необходима диагностика
1812,414,2027-12-17,Перегрев,Низкий,Требуется замена комплектующих
1813,313,2027-12-18,Перегрев,Низкий,Необходима диагностика
1814,383,2027-12-19,Сильные торможения,Высокий,Требуется замена комплектующих
1815,214,2027-12-20,Не загружается ОС,Средний,Инцидент повторяется регулярно
1816,457,2027-12-21,Не загружается ОС,Средний,Инцидент повторяется регулярно
1817,285,2027-12-22,Проблемы с драйверами,Низкий,Проблема выявлена пользователем
1818,239,2027-12-23,Сильные торможения,Низкий,Инцидент повторяется регулярно
1819,165,2027-12-24,Неисправность жесткого диска,Низкий,Инцидент повторяется регулярно
1820,87,2027-12-25,Перегрев,Высокий,Требуется замена комплектующих
1821,141,2027-12-26,Проблемы с драйверами,Высокий,Проблема выявлена пользователем
1822,160,2027-12-27,Сильные торможения,Средний,Необходима диагностика
1823,46,2027-12-28,Сбой питания,Низкий,Проблема выявлена пользователем
1824,372,2027-12-29,Синий экран,Низкий,Инцидент повторяется регулярно
1825,495,2027-12-30,Синий экран,Низкий,Необходима диагностика
1826,112,2027-12-31,Не загружается ОС,Низкий,Проблема выявлена пользователем
1827,407,2028-01-01,Сильные торможения,Высокий,Проблема выявлена пользователем
1828,45,2028-01-02,Перегрев,Средний,Проблема выявлена пользователем
1829,401,2028-01-03,Перегрев,Средний,Проблема выявлена пользователем
1830,247,2028-01-04,Не работает интернет,Высокий,Требуется замена комплектующих
1831,104,2028-01-05,Синий экран,Низкий,Проблема выявлена пользователем
1832,85,2028-01-06,Проблемы с драйверами,Средний,Инцидент повторяется регулярно
1833,450,2028-01-07,Сильные торможения,Средний,Инцидент повторяется регулярно
1834,485,2028-01-08,Перегрев,Высокий,Требуется замена комплектующих
1835,134,2028-01-09,Не работает интернет,Низкий,Необходима диагностика
1836,108,2028-01-10,Сильные торможения,Средний,Необходима диагностика
1837,18,2028-01-11,Артефакты на экране,Низкий,Инцидент повторяется регулярно
1838,94,2028-01-12,Перегрев,Средний,Инцидент повторяется регулярно
1839,150,2028-01-13,Артефакты на экране,Высокий,Требуется замена комплектующих
1840,246,2028-01-14,Сильные торможения,Низкий,Необходима диагностика
1841,289,2028-01-15,Перегрев,Высокий,Необходима диагностика
1842,414,2028-01-16,Артефакты на экране,Средний,Проблема выявлена пользователем
1843,209,2028-01-17,Неисправность жесткого диска,Высокий,Проблема выявлена пользователем
1844,126,2028-01-18,Не работает интернет,Высокий,Проблема выявлена пользователем
1845,235,2028-01-19,Проблемы с драйверами,Высокий,Требуется замена комплектующих
1846,416,2028-01-20,Синий экран,Средний,Инцидент повторяется регулярно
1847,426,2028-01-21,Не работает интернет,Низкий,Требуется замена комплектующих
1848,499,2028-01-22,Артефакты на экране,Высокий,Необходима диагностика
1849,462,2028-01-23,Перегрев,Низкий,Инцидент повторяется регулярно
1850,122,2028-01-24,Неисправность жесткого диска,Средний,Проблема выявлена пользователем
1851,138,2028-01-25,Неисправность жесткого диска,Низкий,Требуется замена комплектующих
1852,495,2028-01-26,Синий экран,Высокий,Требуется замена комплектующих
1853,115,2028-01-27,Неисправность жесткого диска,Высокий,Проблема выявлена пользователем
1854,420,2028-01-28,Не работает интернет,Высокий,Требуется замена комплектующих
1855,162,2028-01-29,Неисправность жесткого диска,Высокий,Проблема выявлена пользователем
1856,201,2028-01-30,Синий экран,Высокий,Необходима диагностика
1857,234,2028-01-31,Неисправность жесткого диска,Высокий,Инцидент повторяется регулярно
1858,28,2028-02-01,Неисправность жесткого диска,Средний,Необходима диагностика
1859,11,2028-02-02,Сбой питания,Средний,Необходима диагностика
1860,206,2028-02-03,Не работает интернет,Средний,Проблема выявлена пользователем
1861,167,2028-02-04,Артефакты на экране,Низкий,Требуется замена комплектующих
1862,247,2028-02-05,Не загружается ОС,Низкий,Необходима диагностика
1863,47,2028-02-06,Неисправность жесткого диска,Средний,Необходима диагностика
1864,246,2028-02-07,Проблемы с драйверами,Низкий,Необходима диагностика
1865,127,2028-02-08,Неисправность жесткого диска,Низкий,Требуется замена комплектующих
1866,147,2028-02-09,Сбой питания,Высокий,Требуется замена комплектующих
1867,118,2028-02-10,Артефакты на экране,Высокий,Проблема выявлена пользователем
1868,399,2028-02-11,Проблемы с драйверами,Низкий,Необходима диагностика
1869,382,2028-02-12,Проблемы с драйверами,Низкий,Инцидент повторяется регулярно
1870,412,2028-02-13,Не работает интернет,Средний,Требуется замена комплектующих
1871,152,2028-02-14,Синий экран,Низкий,Проблема выявлена пользователем
1872,72,2028-02-15,Синий экран,Высокий,Необходима диагностика
1873,363,2028-02-16,Артефакты на экране,Низкий,Инцидент повторяется регулярно
1874,137,2028-02-17,Синий экран,Средний,Требуется замена комплектующих
1875,175,2028-02-18,Сильные торможения,Высокий,Инцидент повторяется регулярно
1876,289,2028-02-19,Сбой питания,Высокий,Требуется замена комплектующих
1877,446,2028-02-20,Не загружается ОС,Высокий,Проблема выявлена пользователем
1878,481,2028-02-21,Не загружается ОС,Высокий,Инцидент повторяется регулярно
1879,19,2028-02-22,Не работает интернет,Низкий,Необходима диагностика
1880,195,2028-02-23,Не работает интернет,Средний,Необходима диагностика
1881,330,2028-02-24,Не загружается ОС,Низкий,Требуется замена комплектующих
1882,424,2028-02-25,Синий экран,Низкий,Необходима диагностика
1883,175,2028-02-26,Перегрев,Высокий,Инцидент повторяется регулярно
1884,490,2028-02-27,Сильные торможения,Средний,Проблема выявлена пользователем
1885,449,2028-02-28,Неисправность жесткого диска,Высокий,Требуется замена комплектующих
1886,413,2028-02-29,Артефакты на экране,Низкий,Инцидент повторяется регулярно
1887,434,2028-03-01,Сбой питания,Низкий,Требуется замена комплектующих
1888,354,2028-03-02,Перегрев,Высокий,Проблема выявлена пользователем
1889,499,2028-03-03,Сильные торможения,Низкий,Требуется замена комплектующих
1890,141,2028-03-04,Неисправность жесткого диска,Низкий,Необходима диагностика
1891,246,2028-03-05,Не работает интернет,Высокий,Необходима диагностика
1892,385,2028-03-06,Сильные торможения,Низкий,Требуется замена комплектующих
1893,418,2028-03-07,Не загружается ОС,Средний,Проблема выявлена пользователем
1894,93,2028-03-08,Сильные торможения,Высокий,Проблема выявлена пользователем
1895,432,2028-03-09,Артефакты на экране,Средний,Необходима диагностика
1896,239,2028-03-10,Проблемы с драйверами,Низкий,Проблема выявлена пользователем
1897,205,2028-03-11,Не работает интернет,Низкий,Требуется замена комплектующих
1898,48,2028-03-12,Сбой питания,Высокий,Инцидент повторяется регулярно
1899,433,2028-03-13,Сбой питания,Низкий,Требуется замена комплектующих
1900,245,2028-03-14,Сильные торможения,Высокий,Необходима диагностика
1901,320,2028-03-15,Проблемы с драйверами,Высокий,Необходима диагностика
1902,317,2028-03-16,Неисправность жесткого диска,Высокий,Необходима диагностика
1903,413,2028-03-17,Перегрев,Высокий,Проблема выявлена пользователем
1904,295,2028-03-18,Неисправность жесткого диска,Высокий,Требуется замена комплектующих
1905,128,2028-03-19,Перегрев,Средний,Инцидент повторяется регулярно
1906,344,2028-03-20,Проблемы с драйверами,Высокий,Требуется замена комплектующих
1907,282,2028-03-21,Перегрев,Средний,Инцидент повторяется регулярно
1908,17,2028-03-22,Артефакты на экране,Низкий,Требуется замена комплектующих
1909,71,2028-03-23,Сильные торможения,Высокий,Необходима диагностика
1910,269,2028-03-24,Неисправность жесткого диска,Низкий,Инцидент повторяется регулярно
1911,325,2028-03-25,Артефакты на экране,Высокий,Требуется замена комплектующих
1912,282,2028-03-26,Неисправность жесткого диска,Средний,Проблема выявлена пользователем
1913,305,2028-03-27,Сильные торможения,Средний,Проблема выявлена пользователем
1914,451,2028-03-28,Синий экран,Средний,Требуется замена комплектующих
1915,7,2028-03-29,Перегрев,Низкий,Необходима диагностика
1916,314,2028-03-30,Проблемы с драйверами,Высокий,Инцидент повторяется регулярно
1917,305,2028-03-31,Синий экран,Низкий,Требуется замена комплектующих
1918,103,2028-04-01,Синий экран,Средний,Проблема выявлена пользователем
1919,309,2028-04-02,Сбой питания,Низкий,Инцидент повторяется регулярно
1920,193,2028-04-03,Не загружается ОС,Средний,Проблема выявлена пользователем
1921,241,2028-04-04,Артефакты на экране,Средний,Проблема выявлена пользователем
1922,62,2028-04-05,Артефакты на экране,Средний,Требуется замена комплектующих
1923,17,2028-04-06,Артефакты на экране,Высокий,Проблема выявлена пользователем
1924,171,2028-04-07,Артефакты на экране,Высокий,Инцидент повторяется регулярно
1925,25,2028-04-08,Синий экран,Средний,Необходима диагностика
1926,251,2028-04-09,Артефакты на экране,Низкий,Требуется замена комплектующих
1927,253,2028-04-10,Не загружается ОС,Низкий,Инцидент повторяется регулярно
1928,387,2028-04-11,Не работает интернет,Высокий,Требуется замена комплектующих
1929,207,2028-04-12,Сильные торможения,Средний,Проблема выявлена пользователем
1930,29,2028-04-13,Артефакты на экране,Низкий,Проблема выявлена пользователем
1931,117,2028-04-14,Проблемы с драйверами,Средний,Инцидент повторяется регулярно
1932,491,2028-04-15,Не работает интернет,Низкий,Инцидент повторяется регулярно
1933,416,2028-04-16,Проблемы с драйверами,Высокий,Необходима диагностика
1934,282,2028-04-17,Проблемы с драйверами,Средний,Инцидент повторяется регулярно
1935,380,2028-04-18,Неисправность жесткого диска,Средний,Инцидент повторяется регулярно
1936,144,2028-04-19,Проблемы с драйверами,Низкий,Требуется замена комплектующих
1937,25,2028-04-20,Артефакты на экране,Низкий,Проблема выявлена пользователем
1938,310,2028-04-21,Неисправность жесткого диска,Низкий,Инцидент повторяется регулярно
1939,156,2028-04-22,Сбой питания,Средний,Необходима диагностика
1940,73,2028-04-23,Синий экран,Высокий,Инцидент повторяется регулярно
