incident_id,equipment_id,date,problem,priority,description,type,cpu,ram_gb,storage,purchase_year,wear_percent,status
784,53,2025-02-22,Синий экран,Высокий,Необходима диагностика,Ноутбук,i7,4,SSD 512GB,2017,48,На списание
787,53,2025-02-25,Не загружается ОС,Высокий,Необходима диагностика,Ноутбук,i7,4,SSD 512GB,2017,48,На списание
1431,53,2026-12-01,Не работает интернет,Низкий,Инцидент повторяется регулярно,Ноутбук,i7,4,SSD 512GB,2017,48,На списание
581,269,2024-08-03,Сбой питания,Высокий,Проблема выявлена пользователем,Ноутбук,Ryzen 7,8,SSD 512GB,2019,62,Требует ремонта
1910,269,2028-03-24,Неисправность жесткого диска,Низкий,Инцидент повторяется регулярно,Ноутбук,Ryzen 7,8,SSD 512GB,2019,62,Требует ремонта
583,403,2024-08-05,Синий экран,Низкий,Проблема выявлена пользователем,Моноблок,i3,8,SSD 512GB,2021,17,На списание
1154,403,2026-02-27,Неисправность жесткого диска,Низкий,Требуется замена комплектующих,Моноблок,i3,8,SSD 512GB,2021,17,На списание
1470,403,2027-01-09,Не загружается ОС,Низкий,Проблема выявлена пользователем,Моноблок,i3,8,SSD 512GB,2021,17,На списание
1532,403,2027-03-12,Проблемы с драйверами,Средний,Требуется замена комплектующих,Моноблок,i3,8,SSD 512GB,2021,17,На списание
1620,403,2027-06-08,Синий экран,Высокий,Необходима диагностика,Моноблок,i3,8,SSD 512GB,2021,17,На списание
587,281,2024-08-09,Не работает интернет,Средний,Проблема выявлена пользователем,Моноблок,i5,8,SSD 256GB,2019,35,Требует ремонта
706,281,2024-12-06,Синий экран,Средний,Проблема выявлена пользователем,Моноблок,i5,8,SSD 256GB,2019,35,Требует ремонта
593,32,2024-08-15,Проблемы с драйверами,Средний,Проблема выявлена пользователем,Моноблок,Ryzen 7,16,SSD 256GB,2021,86,Работает
1281,32,2026-07-04,Артефакты на экране,Средний,Проблема выявлена пользователем,Моноблок,Ryzen 7,16,SSD 256GB,2021,86,Работает
1354,32,2026-09-15,Проблемы с драйверами,Низкий,Необходима диагностика,Моноблок,Ryzen 7,16,SSD 256GB,2021,86,Работает
1779,32,2027-11-14,Не работает интернет,Высокий,Необходима диагностика,Моноблок,Ryzen 7,16,SSD 256GB,2021,86,Работает
595,74,2024-08-17,Синий экран,Низкий,Проблема выявлена пользователем,Ноутбук,i3,16,HDD 500GB,2019,59,Работает
788,74,2025-02-26,Синий экран,Низкий,Требуется замена комплектующих,Ноутбук,i3,16,HDD 500GB,2019,59,Работает
1056,74,2025-11-21,Синий экран,Низкий,Необходима диагностика,Ноутбук,i3,16,HDD 500GB,2019,59,Работает
1515,74,2027-02-23,Не загружается ОС,Высокий,Инцидент повторяется регулярно,Ноутбук,i3,16,HDD 500GB,2019,59,Работает
596,10,2024-08-18,Сильные торможения,Низкий,Необходима диагностика,Моноблок,i3,4,HDD 500GB,2018,27,Работает
1083,10,2025-12-18,Неисправность жесткого диска,Средний,Необходима диагностика,Моноблок,i3,4,HDD 500GB,2018,27,Работает
1290,10,2026-07-13,Не работает интернет,Низкий,Требуется замена комплектующих,Моноблок,i3,4,HDD 500GB,2018,27,Работает
600,52,2024-08-22,Артефакты на экране,Средний,Требуется замена комплектующих,ПК,Ryzen 7,4,HDD 1TB,2021,41,Работает
929,52,2025-07-17,Не работает интернет,Средний,Требуется замена комплектующих,ПК,Ryzen 7,4,HDD 1TB,2021,41,Работает
1773,52,2027-11-08,Не загружается ОС,Средний,Требуется замена комплектующих,ПК,Ryzen 7,4,HDD 1TB,2021,41,Работает
604,14,2024-08-26,Перегрев,Средний,Инцидент повторяется регулярно,Моноблок,Ryzen 5,32,HDD 1TB,2016,64,Работает
1468,14,2027-01-07,Не работает интернет,Высокий,Необходима диагностика,Моноблок,Ryzen 5,32,HDD 1TB,2016,64,Работает
605,178,2024-08-27,Сильные торможения,Высокий,Проблема выявлена пользователем,Ноутбук,Ryzen 7,4,HDD 1TB,2019,75,Требует ремонта
1605,178,2027-05-24,Не загружается ОС,Высокий,Необходима диагностика,Ноутбук,Ryzen 7,4,HDD 1TB,2019,75,Требует ремонта
607,366,2024-08-29,Артефакты на экране,Средний,Проблема выявлена пользователем,Ноутбук,Ryzen 5,8,HDD 1TB,2017,45,На списание
1642,366,2027-06-30,Не загружается ОС,Средний,Необходима диагностика,Ноутбук,Ryzen 5,8,HDD 1TB,2017,45,На списание
616,205,2024-09-07,Не работает интернет,Низкий,Проблема выявлена пользователем,Ноутбук,Ryzen 5,8,SSD 256GB,2017,87,На списание
881,205,2025-05-30,Не загружается ОС,Высокий,Требуется замена комплектующих,Ноутбук,Ryzen 5,8,SSD 256GB,2017,87,На списание
1720,205,2027-09-16,Сильные торможения,Средний,Требуется замена комплектующих,Ноутбук,Ryzen 5,8,SSD 256GB,2017,87,На списание
1897,205,2028-03-11,Не работает интернет,Низкий,Требуется замена комплектующих,Ноутбук,Ryzen 5,8,SSD 256GB,2017,87,На списание
618,471,2024-09-09,Сбой питания,Низкий,Инцидент повторяется регулярно,Моноблок,i5,32,SSD 512GB,2020,13,На списание
682,471,2024-11-12,Не работает интернет,Высокий,Проблема выявлена пользователем,Моноблок,i5,32,SSD 512GB,2020,13,На списание
866,471,2025-05-15,Перегрев,Средний,Необходима диагностика,Моноблок,i5,32,SSD 512GB,2020,13,На списание
884,471,2025-06-02,Сильные торможения,Высокий,Проблема выявлена пользователем,Моноблок,i5,32,SSD 512GB,2020,13,На списание
1011,471,2025-10-07,Артефакты на экране,Высокий,Требуется замена комплектующих,Моноблок,i5,32,SSD 512GB,2020,13,На списание
1208,471,2026-04-22,Синий экран,Низкий,Необходима диагностика,Моноблок,i5,32,SSD 512GB,2020,13,На списание
1809,471,2027-12-14,Сбой питания,Высокий,Проблема выявлена пользователем,Моноблок,i5,32,SSD 512GB,2020,13,На списание
620,466,2024-09-11,Артефакты на экране,Низкий,Проблема выявлена пользователем,Моноблок,Ryzen 7,4,SSD 256GB,2016,25,Работает
1015,466,2025-10-11,Артефакты на экране,Низкий,Требуется замена комплектующих,Моноблок,Ryzen 7,4,SSD 256GB,2016,25,Работает
622,119,2024-09-13,Сильные торможения,Высокий,Необходима диагностика,Моноблок,i3,16,SSD 512GB,2019,91,Работает
820,119,2025-03-30,Неисправность жесткого диска,Средний,Требуется замена комплектующих,Моноблок,i3,16,SSD 512GB,2019,91,Работает
891,119,2025-06-09,Не работает интернет,Средний,Инцидент повторяется регулярно,Моноблок,i3,16,SSD 512GB,2019,91,Работает
627,248,2024-09-18,Синий экран,Средний,Необходима диагностика,Моноблок,i3,32,HDD 1TB,2019,72,На списание
948,248,2025-08-05,Перегрев,Высокий,Инцидент повторяется регулярно,Моноблок,i3,32,HDD 1TB,2019,72,На списание
1087,248,2025-12-22,Сильные торможения,Низкий,Проблема выявлена пользователем,Моноблок,i3,32,HDD 1TB,2019,72,На списание
1210,248,2026-04-24,Синий экран,Высокий,Необходима диагностика,Моноблок,i3,32,HDD 1TB,2019,72,На списание
1474,248,2027-01-13,Сильные торможения,Высокий,Инцидент повторяется регулярно,Моноблок,i3,32,HDD 1TB,2019,72,На списание
1571,248,2027-04-20,Синий экран,Высокий,Необходима диагностика,Моноблок,i3,32,HDD 1TB,2019,72,На списание
1621,248,2027-06-09,Не загружается ОС,Высокий,Проблема выявлена пользователем,Моноблок,i3,32,HDD 1TB,2019,72,На списание
631,361,2024-09-22,Перегрев,Низкий,Требуется замена комплектующих,Ноутбук,i3,16,HDD 1TB,2020,87,Работает
730,361,2024-12-30,Перегрев,Высокий,Необходима диагностика,Ноутбук,i3,16,HDD 1TB,2020,87,Работает
946,361,2025-08-03,Не работает интернет,Средний,Проблема выявлена пользователем,Ноутбук,i3,16,HDD 1TB,2020,87,Работает
1481,361,2027-01-20,Синий экран,Средний,Проблема выявлена пользователем,Ноутбук,i3,16,HDD 1TB,2020,87,Работает
634,79,2024-09-25,Сильные торможения,Низкий,Инцидент повторяется регулярно,Моноблок,Ryzen 5,4,SSD 256GB,2016,79,Требует ремонта
882,79,2025-05-31,Сбой питания,Средний,Необходима диагностика,Моноблок,Ryzen 5,4,SSD 256GB,2016,79,Требует ремонта
1466,79,2027-01-05,Не работает интернет,Высокий,Требуется замена комплектующих,Моноблок,Ryzen 5,4,SSD 256GB,2016,79,Требует ремонта
1564,79,2027-04-13,Проблемы с драйверами,Высокий,Инцидент повторяется регулярно,Моноблок,Ryzen 5,4,SSD 256GB,2016,79,Требует ремонта
641,96,2024-10-02,Не работает интернет,Высокий,Необходима диагностика,ПК,Ryzen 7,8,HDD 1TB,2017,89,Требует ремонта
894,96,2025-06-12,Артефакты на экране,Высокий,Проблема выявлена пользователем,ПК,Ryzen 7,8,HDD 1TB,2017,89,Требует ремонта
1315,96,2026-08-07,Синий экран,Низкий,Необходима диагностика,ПК,Ryzen 7,8,HDD 1TB,2017,89,Требует ремонта
644,209,2024-10-05,Перегрев,Средний,Требуется замена комплектующих,ПК,Ryzen 7,32,SSD 512GB,2019,72,Требует ремонта
984,209,2025-09-10,Сбой питания,Высокий,Проблема выявлена пользователем,ПК,Ryzen 7,32,SSD 512GB,2019,72,Требует ремонта
1681,209,2027-08-08,Сбой питания,Высокий,Проблема выявлена пользователем,ПК,Ryzen 7,32,SSD 512GB,2019,72,Требует ремонта
1843,209,2028-01-17,Неисправность жесткого диска,Высокий,Проблема выявлена пользователем,ПК,Ryzen 7,32,SSD 512GB,2019,72,Требует ремонта
646,88,2024-10-07,Сбой питания,Средний,Необходима диагностика,ПК,i3,4,SSD 256GB,2019,53,Работает
1048,88,2025-11-13,Перегрев,Низкий,Необходима диагностика,ПК,i3,4,SSD 256GB,2019,53,Работает
1311,88,2026-08-03,Не работает интернет,Высокий,Инцидент повторяется регулярно,ПК,i3,4,SSD 256GB,2019,53,Работает
1728,88,2027-09-24,Неисправность жесткого диска,Средний,Инцидент повторяется регулярно,ПК,i3,4,SSD 256GB,2019,53,Работает
650,390,2024-10-11,Проблемы с драйверами,Высокий,Требуется замена комплектующих,ПК,i5,16,SSD 512GB,2018,53,Требует ремонта
962,390,2025-08-19,Артефакты на экране,Низкий,Инцидент повторяется регулярно,ПК,i5,16,SSD 512GB,2018,53,Требует ремонта
1017,390,2025-10-13,Сбой питания,Высокий,Проблема выявлена пользователем,ПК,i5,16,SSD 512GB,2018,53,Требует ремонта
1377,390,2026-10-08,Сильные торможения,Низкий,Проблема выявлена пользователем,ПК,i5,16,SSD 512GB,2018,53,Требует ремонта
1387,390,2026-10-18,Неисправность жесткого диска,Средний,Инцидент повторяется регулярно,ПК,i5,16,SSD 512GB,2018,53,Требует ремонта
1437,390,2026-12-07,Не работает интернет,Высокий,Инцидент повторяется регулярно,ПК,i5,16,SSD 512GB,2018,53,Требует ремонта
1683,390,2027-08-10,Сильные торможения,Высокий,Инцидент повторяется регулярно,ПК,i5,16,SSD 512GB,2018,53,Требует ремонта
652,428,2024-10-13,Не работает интернет,Высокий,Необходима диагностика,ПК,i7,16,SSD 256GB,2017,65,Работает
665,428,2024-10-26,Сбой питания,Высокий,Необходима диагностика,ПК,i7,16,SSD 256GB,2017,65,Работает
766,428,2025-02-04,Артефакты на экране,Высокий,Требуется замена комплектующих,ПК,i7,16,SSD 256GB,2017,65,Работает
885,428,2025-06-03,Неисправность жесткого диска,Высокий,Необходима диагностика,ПК,i7,16,SSD 256GB,2017,65,Работает
979,428,2025-09-05,Неисправность жесткого диска,Низкий,Проблема выявлена пользователем,ПК,i7,16,SSD 256GB,2017,65,Работает
1404,428,2026-11-04,Не загружается ОС,Низкий,Требуется замена комплектующих,ПК,i7,16,SSD 256GB,2017,65,Работает
658,121,2024-10-19,Не работает интернет,Низкий,Проблема выявлена пользователем,ПК,i5,8,SSD 512GB,2021,41,На списание
1738,121,2027-10-04,Сбой питания,Низкий,Необходима диагностика,ПК,i5,8,SSD 512GB,2021,41,На списание
662,137,2024-10-23,Сильные торможения,Средний,Инцидент повторяется регулярно,Ноутбук,i3,4,HDD 1TB,2020,71,Требует ремонта
742,137,2025-01-11,Сильные торможения,Высокий,Необходима диагностика,Ноутбук,i3,4,HDD 1TB,2020,71,Требует ремонта
1054,137,2025-11-19,Не загружается ОС,Высокий,Требуется замена комплектующих,Ноутбук,i3,4,HDD 1TB,2020,71,Требует ремонта
1585,137,2027-05-04,Артефакты на экране,Средний,Необходима диагностика,Ноутбук,i3,4,HDD 1TB,2020,71,Требует ремонта
1693,137,2027-08-20,Не загружается ОС,Низкий,Необходима диагностика,Ноутбук,i3,4,HDD 1TB,2020,71,Требует ремонта
1795,137,2027-11-30,Проблемы с драйверами,Средний,Проблема выявлена пользователем,Ноутбук,i3,4,HDD 1TB,2020,71,Требует ремонта
1874,137,2028-02-17,Синий экран,Средний,Требуется замена комплектующих,Ноутбук,i3,4,HDD 1TB,2020,71,Требует ремонта
666,452,2024-10-27,Синий экран,Высокий,Требуется замена комплектующих,ПК,Ryzen 5,8,HDD 1TB,2021,50,Требует ремонта
704,452,2024-12-04,Проблемы с драйверами,Средний,Инцидент повторяется регулярно,ПК,Ryzen 5,8,HDD 1TB,2021,50,Требует ремонта
1240,452,2026-05-24,Артефакты на экране,Высокий,Необходима диагностика,ПК,Ryzen 5,8,HDD 1TB,2021,50,Требует ремонта
1357,452,2026-09-18,Сбой питания,Средний,Необходима диагностика,ПК,Ryzen 5,8,HDD 1TB,2021,50,Требует ремонта
1403,452,2026-11-03,Не работает интернет,Высокий,Инцидент повторяется регулярно,ПК,Ryzen 5,8,HDD 1TB,2021,50,Требует ремонта
1460,452,2026-12-30,Перегрев,Низкий,Требуется замена комплектующих,ПК,Ryzen 5,8,HDD 1TB,2021,50,Требует ремонта
1557,452,2027-04-06,Синий экран,Высокий,Проблема выявлена пользователем,ПК,Ryzen 5,8,HDD 1TB,2021,50,Требует ремонта
1758,452,2027-10-24,Сильные торможения,Средний,Требуется замена комплектующих,ПК,Ryzen 5,8,HDD 1TB,2021,50,Требует ремонта
674,198,2024-11-04,Сбой питания,Высокий,Требуется замена комплектующих,Моноблок,Ryzen 5,4,HDD 1TB,2019,77,Работает
1318,198,2026-08-10,Сбой питания,Низкий,Требуется замена комплектующих,Моноблок,Ryzen 5,4,HDD 1TB,2019,77,Работает
675,112,2024-11-05,Сбой питания,Высокий,Проблема выявлена пользователем,Ноутбук,Ryzen 7,8,SSD 512GB,2017,93,На списание
1178,112,2026-03-23,Не загружается ОС,Средний,Требуется замена комплектующих,Ноутбук,Ryzen 7,8,SSD 512GB,2017,93,На списание
1257,112,2026-06-10,Синий экран,Средний,Инцидент повторяется регулярно,Ноутбук,Ryzen 7,8,SSD 512GB,2017,93,На списание
1826,112,2027-12-31,Не загружается ОС,Низкий,Проблема выявлена пользователем,Ноутбук,Ryzen 7,8,SSD 512GB,2017,93,На списание
677,460,2024-11-07,Сбой питания,Низкий,Необходима диагностика,ПК,Ryzen 7,16,HDD 500GB,2017,87,Работает
828,460,2025-04-07,Сбой питания,Низкий,Проблема выявлена пользователем,ПК,Ryzen 7,16,HDD 500GB,2017,87,Работает
681,186,2024-11-11,Сильные торможения,Высокий,Проблема выявлена пользователем,ПК,i3,16,HDD 500GB,2017,63,Требует ремонта
827,186,2025-04-06,Сильные торможения,Высокий,Проблема выявлена пользователем,ПК,i3,16,HDD 500GB,2017,63,Требует ремонта
1718,186,2027-09-14,Сильные торможения,Высокий,Проблема выявлена пользователем,ПК,i3,16,HDD 500GB,2017,63,Требует ремонта
684,413,2024-11-14,Неисправность жесткого диска,Средний,Требуется замена комплектующих,Ноутбук,Ryzen 7,8,SSD 512GB,2021,11,На списание
875,413,2025-05-24,Не работает интернет,Высокий,Проблема выявлена пользователем,Ноутбук,Ryzen 7,8,SSD 512GB,2021,11,На списание
1375,413,2026-10-06,Синий экран,Средний,Требуется замена комплектующих,Ноутбук,Ryzen 7,8,SSD 512GB,2021,11,На списание
1556,413,2027-04-05,Сбой питания,Низкий,Проблема выявлена пользователем,Ноутбук,Ryzen 7,8,SSD 512GB,2021,11,На списание
1744,413,2027-10-10,Не загружается ОС,Средний,Требуется замена комплектующих,Ноутбук,Ryzen 7,8,SSD 512GB,2021,11,На списание
1886,413,2028-02-29,Артефакты на экране,Низкий,Инцидент повторяется регулярно,Ноутбук,Ryzen 7,8,SSD 512GB,2021,11,На списание
1903,413,2028-03-17,Перегрев,Высокий,Проблема выявлена пользователем,Ноутбук,Ryzen 7,8,SSD 512GB,2021,11,На списание
1955,413,2028-05-08,Синий экран,Средний,Необходима диагностика,Ноутбук,Ryzen 7,8,SSD 512GB,2021,11,На списание
686,316,2024-11-16,Синий экран,Низкий,Инцидент повторяется регулярно,Ноутбук,Ryzen 5,8,SSD 512GB,2017,54,Требует ремонта
688,217,2024-11-18,Не загружается ОС,Низкий,Требуется замена комплектующих,Ноутбук,Ryzen 5,16,SSD 512GB,2016,40,Требует ремонта
867,217,2025-05-16,Сильные торможения,Высокий,Необходима диагностика,Ноутбук,Ryzen 5,16,SSD 512GB,2016,40,Требует ремонта
1305,217,2026-07-28,Не работает интернет,Высокий,Требуется замена комплектующих,Ноутбук,Ryzen 5,16,SSD 512GB,2016,40,Требует ремонта
690,439,2024-11-20,Сбой питания,Средний,Проблема выявлена пользователем,Моноблок,i3,8,SSD 512GB,2018,25,Требует ремонта
1520,439,2027-02-28,Синий экран,Средний,Проблема выявлена пользователем,Моноблок,i3,8,SSD 512GB,2018,25,Требует ремонта
695,405,2024-11-25,Сильные торможения,Средний,Проблема выявлена пользователем,Ноутбук,i5,8,SSD 256GB,2017,16,На списание
1163,405,2026-03-08,Сбой питания,Средний,Инцидент повторяется регулярно,Ноутбук,i5,8,SSD 256GB,2017,16,На списание
1299,405,2026-07-22,Не загружается ОС,Низкий,Инцидент повторяется регулярно,Ноутбук,i5,8,SSD 256GB,2017,16,На списание
1569,405,2027-04-18,Не загружается ОС,Высокий,Требуется замена комплектующих,Ноутбук,i5,8,SSD 256GB,2017,16,На списание
700,24,2024-11-30,Перегрев,Высокий,Инцидент повторяется регулярно,Ноутбук,Ryzen 5,16,HDD 1TB,2020,24,На списание
809,24,2025-03-19,Не загружается ОС,Высокий,Необходима диагностика,Ноутбук,Ryzen 5,16,HDD 1TB,2020,24,На списание
1200,24,2026-04-14,Не работает интернет,Высокий,Требуется замена комплектующих,Ноутбук,Ryzen 5,16,HDD 1TB,2020,24,На списание
1201,24,2026-04-15,Синий экран,Средний,Требуется замена комплектующих,Ноутбук,Ryzen 5,16,HDD 1TB,2020,24,На списание
702,11,2024-12-02,Артефакты на экране,Низкий,Проблема выявлена пользователем,Моноблок,Ryzen 5,8,HDD 500GB,2019,28,Требует ремонта
989,11,2025-09-15,Артефакты на экране,Средний,Проблема выявлена пользователем,Моноблок,Ryzen 5,8,HDD 500GB,2019,28,Требует ремонта
1859,11,2028-02-02,Сбой питания,Средний,Необходима диагностика,Моноблок,Ryzen 5,8,HDD 500GB,2019,28,Требует ремонта
707,94,2024-12-07,Проблемы с драйверами,Средний,Требуется замена комплектующих,Моноблок,i7,32,SSD 256GB,2021,56,Работает
1041,94,2025-11-06,Сбой питания,Низкий,Инцидент повторяется регулярно,Моноблок,i7,32,SSD 256GB,2021,56,Работает
1102,94,2026-01-06,Не загружается ОС,Низкий,Требуется замена комплектующих,Моноблок,i7,32,SSD 256GB,2021,56,Работает
1658,94,2027-07-16,Не работает интернет,Средний,Проблема выявлена пользователем,Моноблок,i7,32,SSD 256GB,2021,56,Работает
1838,94,2028-01-12,Перегрев,Средний,Инцидент повторяется регулярно,Моноблок,i7,32,SSD 256GB,2021,56,Работает
712,211,2024-12-12,Неисправность жесткого диска,Средний,Проблема выявлена пользователем,ПК,Ryzen 5,4,HDD 1TB,2021,41,Работает
714,293,2024-12-14,Неисправность жесткого диска,Средний,Необходима диагностика,Моноблок,i7,16,HDD 1TB,2018,73,Требует ремонта
726,256,2024-12-26,Неисправность жесткого диска,Высокий,Проблема выявлена пользователем,Моноблок,i7,32,HDD 1TB,2016,11,Работает
1145,256,2026-02-18,Сбой питания,Средний,Проблема выявлена пользователем,Моноблок,i7,32,HDD 1TB,2016,11,Работает
1723,256,2027-09-19,Синий экран,Низкий,Необходима диагностика,Моноблок,i7,32,HDD 1TB,2016,11,Работает
728,227,2024-12-28,Синий экран,Средний,Инцидент повторяется регулярно,Ноутбук,i3,4,HDD 1TB,2016,88,Работает
777,227,2025-02-15,Неисправность жесткого диска,Низкий,Проблема выявлена пользователем,Ноутбук,i3,4,HDD 1TB,2016,88,Работает
732,455,2025-01-01,Артефакты на экране,Средний,Требуется замена комплектующих,ПК,i3,8,HDD 1TB,2019,45,Работает
1751,455,2027-10-17,Сильные торможения,Высокий,Требуется замена комплектующих,ПК,i3,8,HDD 1TB,2019,45,Работает
736,229,2025-01-05,Сильные торможения,Средний,Инцидент повторяется регулярно,Моноблок,i5,32,SSD 256GB,2016,92,Требует ремонта
740,386,2025-01-09,Не работает интернет,Низкий,Необходима диагностика,Ноутбук,i7,32,SSD 256GB,2016,31,На списание
745,459,2025-01-14,Артефакты на экране,Высокий,Необходима диагностика,Ноутбук,Ryzen 5,4,SSD 512GB,2021,90,Работает
924,459,2025-07-12,Перегрев,Низкий,Необходима диагностика,Ноутбук,Ryzen 5,4,SSD 512GB,2021,90,Работает
947,459,2025-08-04,Проблемы с драйверами,Низкий,Проблема выявлена пользователем,Ноутбук,Ryzen 5,4,SSD 512GB,2021,90,Работает
748,470,2025-01-17,Перегрев,Низкий,Инцидент повторяется регулярно,Моноблок,Ryzen 7,32,SSD 512GB,2017,67,На списание
795,470,2025-03-05,Не загружается ОС,Средний,Необходима диагностика,Моноблок,Ryzen 7,32,SSD 512GB,2017,67,На списание
749,481,2025-01-18,Сбой питания,Средний,Необходима диагностика,ПК,Ryzen 7,32,HDD 1TB,2016,83,Работает
1379,481,2026-10-10,Синий экран,Низкий,Инцидент повторяется регулярно,ПК,Ryzen 7,32,HDD 1TB,2016,83,Работает
1427,481,2026-11-27,Не работает интернет,Высокий,Инцидент повторяется регулярно,ПК,Ryzen 7,32,HDD 1TB,2016,83,Работает
1547,481,2027-03-27,Синий экран,Низкий,Проблема выявлена пользователем,ПК,Ryzen 7,32,HDD 1TB,2016,83,Работает
1878,481,2028-02-21,Не загружается ОС,Высокий,Инцидент повторяется регулярно,ПК,Ryzen 7,32,HDD 1TB,2016,83,Работает
756,393,2025-01-25,Сбой питания,Высокий,Необходима диагностика,ПК,i5,4,SSD 512GB,2016,55,Работает
890,393,2025-06-08,Неисправность жесткого диска,Высокий,Необходима диагностика,ПК,i5,4,SSD 512GB,2016,55,Работает
759,263,2025-01-28,Перегрев,Средний,Проблема выявлена пользователем,Моноблок,i7,8,HDD 500GB,2020,48,Требует ремонта
762,3,2025-01-31,Неисправность жесткого диска,Низкий,Необходима диагностика,Моноблок,i7,16,HDD 1TB,2020,77,На списание
974,3,2025-08-31,Синий экран,Высокий,Проблема выявлена пользователем,Моноблок,i7,16,HDD 1TB,2020,77,На списание
1235,3,2026-05-19,Проблемы с драйверами,Средний,Проблема выявлена пользователем,Моноблок,i7,16,HDD 1TB,2020,77,На списание
1338,3,2026-08-30,Перегрев,Низкий,Инцидент повторяется регулярно,Моноблок,i7,16,HDD 1TB,2020,77,На списание
1734,3,2027-09-30,Не загружается ОС,Средний,Проблема выявлена пользователем,Моноблок,i7,16,HDD 1TB,2020,77,На списание
764,326,2025-02-02,Синий экран,Низкий,Проблема выявлена пользователем,Ноутбук,i7,32,SSD 256GB,2017,10,Требует ремонта
1224,326,2026-05-08,Проблемы с драйверами,Средний,Требуется замена комплектующих,Ноутбук,i7,32,SSD 256GB,2017,10,Требует ремонта
1550,326,2027-03-30,Не загружается ОС,Средний,Проблема выявлена пользователем,Ноутбук,i7,32,SSD 256GB,2017,10,Требует ремонта
773,356,2025-02-11,Не работает интернет,Средний,Инцидент повторяется регулярно,Моноблок,Ryzen 7,8,HDD 1TB,2016,59,На списание
797,356,2025-03-07,Синий экран,Средний,Инцидент повторяется регулярно,Моноблок,Ryzen 7,8,HDD 1TB,2016,59,На списание
1573,356,2027-04-22,Сильные торможения,Низкий,Требуется замена комплектующих,Моноблок,Ryzen 7,8,HDD 1TB,2016,59,На списание
783,138,2025-02-21,Не загружается ОС,Низкий,Проблема выявлена пользователем,Моноблок,Ryzen 5,32,HDD 1TB,2018,32,Работает
799,138,2025-03-09,Проблемы с драйверами,Низкий,Проблема выявлена пользователем,Моноблок,Ryzen 5,32,HDD 1TB,2018,32,Работает
1227,138,2026-05-11,Артефакты на экране,Средний,Требуется замена комплектующих,Моноблок,Ryzen 5,32,HDD 1TB,2018,32,Работает
1589,138,2027-05-08,Не загружается ОС,Низкий,Требуется замена комплектующих,Моноблок,Ryzen 5,32,HDD 1TB,2018,32,Работает
1660,138,2027-07-18,Сильные торможения,Высокий,Инцидент повторяется регулярно,Моноблок,Ryzen 5,32,HDD 1TB,2018,32,Работает
1851,138,2028-01-25,Неисправность жесткого диска,Низкий,Требуется замена комплектующих,Моноблок,Ryzen 5,32,HDD 1TB,2018,32,Работает
785,44,2025-02-23,Неисправность жесткого диска,Низкий,Требуется замена комплектующих,ПК,i5,16,SSD 512GB,2020,50,Работает
1053,44,2025-11-18,Неисправность жесткого диска,Средний,Проблема выявлена пользователем,ПК,i5,16,SSD 512GB,2020,50,Работает
807,182,2025-03-17,Артефакты на экране,Средний,Требуется замена комплектующих,Моноблок,Ryzen 5,4,HDD 1TB,2016,45,Требует ремонта
1464,182,2027-01-03,Не работает интернет,Высокий,Проблема выявлена пользователем,Моноблок,Ryzen 5,4,HDD 1TB,2016,45,Требует ремонта
1691,182,2027-08-18,Синий экран,Высокий,Проблема выявлена пользователем,Моноблок,Ryzen 5,4,HDD 1TB,2016,45,Требует ремонта
808,372,2025-03-18,Сильные торможения,Низкий,Инцидент повторяется регулярно,Моноблок,i5,32,HDD 1TB,2018,25,На списание
1362,372,2026-09-23,Проблемы с драйверами,Низкий,Требуется замена комплектующих,Моноблок,i5,32,HDD 1TB,2018,25,На списание
1824,372,2027-12-29,Синий экран,Низкий,Инцидент повторяется регулярно,Моноблок,i5,32,HDD 1TB,2018,25,На списание
810,29,2025-03-20,Сильные торможения,Средний,Проблема выявлена пользователем,Моноблок,i7,4,HDD 500GB,2021,19,На списание
1476,29,2027-01-15,Артефакты на экране,Низкий,Требуется замена комплектующих,Моноблок,i7,4,HDD 500GB,2021,19,На списание
1930,29,2028-04-13,Артефакты на экране,Низкий,Проблема выявлена пользователем,Моноблок,i7,4,HDD 500GB,2021,19,На списание
816,346,2025-03-26,Не загружается ОС,Средний,Инцидент повторяется регулярно,ПК,Ryzen 7,32,HDD 1TB,2020,17,Работает
1108,346,2026-01-12,Сбой питания,Средний,Требуется замена комплектующих,ПК,Ryzen 7,32,HDD 1TB,2020,17,Работает
817,230,2025-03-27,Проблемы с драйверами,Средний,Необходима диагностика,Моноблок,i5,8,HDD 1TB,2016,18,На списание
1525,230,2027-03-05,Сбой питания,Высокий,Инцидент повторяется регулярно,Моноблок,i5,8,HDD 1TB,2016,18,На списание
1704,230,2027-08-31,Артефакты на экране,Высокий,Инцидент повторяется регулярно,Моноблок,i5,8,HDD 1TB,2016,18,На списание
822,272,2025-04-01,Артефакты на экране,Низкий,Необходима диагностика,Ноутбук,i3,16,HDD 1TB,2019,41,На списание
995,272,2025-09-21,Синий экран,Средний,Необходима диагностика,Ноутбук,i3,16,HDD 1TB,2019,41,На списание
1276,272,2026-06-29,Сильные торможения,Высокий,Проблема выявлена пользователем,Ноутбук,i3,16,HDD 1TB,2019,41,На списание
1419,272,2026-11-19,Проблемы с драйверами,Низкий,Инцидент повторяется регулярно,Ноутбук,i3,16,HDD 1TB,2019,41,На списание
